client_recieve_time,card_id,id,topic,raw,column,row
2025-08-13 05:39:56.372,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:56.462,697b,61,/row/6/column/2/id/61/reader/response,03030c03843d3c47697b0100000000b2d8,2,6
2025-08-13 05:39:56.466,697b,60,/row/6/column/1/id/60/reader/response,03030c03843d3c47697b0100000000b2d8,1,6
2025-08-13 05:39:56.476,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:56.580,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:56.684,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:56.736,697b,60,/row/6/column/1/id/60/reader/response,03030c03843d3c47697b0100000000b2d8,1,6
2025-08-13 05:39:56.789,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:56.893,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:56.998,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:40:00.966,6974,71,/row/6/column/12/id/71/reader/response,03030c03843d3c4769740100000000b227,12,6
2025-08-13 05:40:01.205,697b,60,/row/6/column/1/id/60/reader/response,03030c03843d3c47697b0100000000b2d8,1,6
2025-08-13 05:40:01.236,697b,60,/row/6/column/1/id/60/reader/response,03030c03843d3c47697b0100000000b2d8,1,6
2025-08-13 05:40:01.341,697b,60,/row/6/column/1/id/60/reader/response,03030c03843d3c47697b0100000000b2d8,1,6
2025-08-13 05:40:01.388,697b,48,/row/5/column/1/id/48/reader/response,03030c03843d3c47697b0100000000b2d8,1,5
